telemetry_id,vehicle_id,recorded_at,soc,soh,voltage_v,current_a,temperature_c,charge_cycles,failure_risk_score
82,3,2020-01-01 20:15:00,0.9226308439767572,0.9930305776771196,215.33797499020864,-166.26348937453216,27.99031244443072,195.62218688778225,0
83,4,2020-01-01 20:30:00,0.8526571535042082,0.9520209300026276,369.3215501770591,-33.268567365262626,29.0806571539405,197.49995216682805,0
84,5,2020-01-01 20:45:00,0.8521739935245629,0.968855041694264,381.2386073454629,-44.226535657975845,26.031476283444416,124.6190631227826,0
85,1,2020-01-01 21:00:00,0.8208162190311273,0.4548201104776005,356.9182286341549,-10.010878595050848,27.413266796603608,167.74224346787247,0
86,2,2020-01-01 21:15:00,0.89380149824173,0.984545469265484,388.9856279010638,-33.06855940425578,51.820998603167,165.3957363916789,0
87,3,2020-01-01 21:30:00,0.8366190877119357,0.9308679133705544,219.8478498638356,-43.20531518787742,34.699457787838114,187.40583484402532,0
88,4,2020-01-01 21:45:00,0.8621885607049583,0.9899740330548004,351.3576379122491,-30.892388132710472,34.060546654281005,197.22386530002672,0
89,5,2020-01-01 22:00:00,0.1634932702251929,0.5406446223391376,355.00310210161695,-173.89863768735495,27.635645563471837,124.7425595782615,0
90,1,2020-01-01 22:15:00,0.9599200534879908,0.9679225004625904,246.5051143539265,-26.18310932370921,32.40007089015518,538.7772219558512,1
91,2,2020-01-01 22:30:00,0.948964208032262,0.973490317402429,243.9181425922223,-41.631851098659794,26.131376664552377,104.2075688708134,0
92,3,2020-01-01 22:45:00,0.9525867369021446,0.9787705039318496,205.125458408616,-120.0629097348068,46.69456107299568,170.07664141642096,0
93,4,2020-01-01 23:00:00,0.8039121556032268,0.9899869720312292,375.4982975265475,-13.061607983532014,57.599828754912025,108.5485690974818,0
94,5,2020-01-01 23:15:00,0.969024785732644,0.4752377245595466,371.4016928530473,-17.06528828365471,29.20328714814745,631.95102822654,0
95,1,2020-01-01 23:30:00,0.8452142239223112,0.953128574152925,397.0234871288517,-12.091542724834731,25.36073172319062,124.99334884329195,0
96,2,2020-01-01 23:45:00,0.8561334093182101,0.9594071605783256,247.8070418266647,-26.16212551926572,28.43266033573148,595.842025046131,0
97,3,2020-01-02 00:00:00,0.945705657917172,0.9814299289152124,392.337179999802,-39.744697628073126,26.27437414854314,188.16615303102725,0
98,4,2020-01-02 00:15:00,0.9121844698876715,0.915398617461148,242.87401618908572,-49.67899420419715,29.82453426590855,174.0265560118267,0
99,5,2020-01-02 00:30:00,0.8499842931910391,0.9033497421200476,362.9556457967079,-16.79273336979503,52.168429288336185,142.39070189423188,1
100,1,2020-01-02 00:45:00,0.9485545588881787,0.9059923337165392,393.77563494175286,-10.956042400400072,34.09226496941358,123.29876833755088,1
101,2,2020-01-02 01:00:00,0.91304298237327,0.9382117947377638,385.6868171527076,-39.44822012755536,32.671351449023305,115.47941067731952,0
102,3,2020-01-02 01:15:00,0.9899344118599184,0.9988496704452998,389.16639902486,-180.57126932343365,28.71723893336478,182.7113630786986,0
103,4,2020-01-02 01:30:00,0.8704612194477084,0.9536914240656548,391.0942540050991,-116.17317055663636,32.57525107414978,171.0452519983251,0
104,5,2020-01-02 01:45:00,0.9805210374517191,0.9647967738544442,372.8385383909445,-10.403315974943794,30.99465215836449,168.995937136985,0
105,1,2020-01-02 02:00:00,0.137127312874289,0.5288606586531203,378.3307216402838,-49.52644531982283,25.716704405223474,154.40684815875557,0
106,2,2020-01-02 02:15:00,0.8132890480819884,0.9594008210122154,389.886539251726,-34.14523432812031,25.23358556647612,160.90939408656646,0
107,3,2020-01-02 02:30:00,0.8248252951954164,0.9912836223688885,209.77653337464423,-24.244710697388783,34.34482745891043,154.93363747148902,0
108,4,2020-01-02 02:45:00,0.8314730051964981,0.9489180980703866,209.55522794296175,-13.160067482840184,25.375747702186285,132.18016471293686,0
109,5,2020-01-02 03:00:00,0.8617805722150406,0.9018398308698756,384.98324970178464,-31.635630640405942,25.302725801553283,104.40952235984038,1
110,1,2020-01-02 03:15:00,0.9449745298043138,0.592973471922227,351.9282542107162,-11.762601739076176,30.463220107344046,507.4941278315973,0
111,2,2020-01-02 03:30:00,0.9545416956593832,0.4659498402436313,386.8724305744592,-42.08854313776864,31.85842269962741,172.09201423155508,0
112,3,2020-01-02 03:45:00,0.9590429063868132,0.9697478919949206,381.81679717298965,-26.884178009144826,31.24733999826533,188.2501717850023,0
113,4,2020-01-02 04:00:00,0.0906937748612524,0.4508955524120686,370.8301339380833,-29.682111461288702,55.271068608087575,148.535866151031,0
114,5,2020-01-02 04:15:00,0.904546898241358,0.4410806834501452,382.6961999993423,-36.93873643638889,26.078576562673867,127.29622092045356,0
115,1,2020-01-02 04:30:00,0.8392180540883398,0.9906430562477284,381.7076347544335,-13.650518389417613,30.54520406487238,641.3581995402064,0
116,2,2020-01-02 04:45:00,0.0383746095636197,0.9799377780710504,351.5262424122331,-17.527654352927783,26.467835377341714,541.1921502561815,0
117,3,2020-01-02 05:00:00,0.8487013482324258,0.993454611609114,370.1725134140689,-191.3369131255864,26.351920656020837,196.07610446342744,0
118,4,2020-01-02 05:15:00,0.8834971483614211,0.9861954417268152,397.7935823787938,-38.5185854244422,28.38140674165604,183.7885676577589,0
119,5,2020-01-02 05:30:00,0.0645416954351425,0.958829007299706,392.66919528055286,-42.24695209492347,32.028005571158566,128.14950262156347,0
120,1,2020-01-02 05:45:00,0.9424426865561736,0.5765087543938032,355.31771721840965,-38.5746949564955,47.040750466439775,128.37116606760685,0
121,2,2020-01-02 06:00:00,0.9660465829521716,0.9886750504292678,352.3589515739578,-12.24679103912051,30.564188753088537,150.43394316937753,0
122,3,2020-01-02 06:15:00,0.1328076581337553,0.9856373530557486,241.99742949140207,-48.996806016227694,26.53351301942725,127.28655158348232,1
123,4,2020-01-02 06:30:00,0.856373481170345,0.5472136087161578,386.074823601062,-186.35124401551727,28.651191604929984,132.05839591507936,0
124,5,2020-01-02 06:45:00,0.9026950503463392,0.9099229144314158,233.24694440675117,-42.88292448371432,29.776088687560406,176.50972969325414,0
125,1,2020-01-02 07:00:00,0.8297677279602304,0.91768344931041,363.8665698132009,-46.86415271060525,33.50048233645605,158.23095793069697,0
126,2,2020-01-02 07:15:00,0.8194980504720584,0.9009352643060538,386.9377868289473,-47.80114135245992,29.08228570338377,144.2366367400951,0
127,3,2020-01-02 07:30:00,0.9098722108461396,0.9470944412607056,376.6430602475342,-42.18054010384346,31.170812598646247,167.6635346413955,0
128,4,2020-01-02 07:45:00,0.0722206733713124,0.993649661599479,363.30431884551695,-19.557145493307992,46.48797733236018,140.286708611471,0
129,5,2020-01-02 08:00:00,0.9511467325525356,0.9226041267088784,399.546339096055,-20.228665135932363,32.74696645310924,167.44963234703434,0
130,1,2020-01-02 08:15:00,0.8789347895958268,0.9937628572653148,389.0383930336585,-24.710408283912106,32.544925091967734,115.12061450610058,0
131,2,2020-01-02 08:30:00,0.8513682150835032,0.5386191224538927,363.55794342793007,-16.674097406581176,27.96403849825115,129.9765960757916,0
132,3,2020-01-02 08:45:00,0.977907378161464,0.9528221385117944,371.398133446418,-25.02577543599565,52.75741195105182,168.83566164895635,0
133,4,2020-01-02 09:00:00,0.9550675743903024,0.9446700376464434,380.68540964002045,-21.695693740989203,30.24041758064004,144.2002376295807,1
134,5,2020-01-02 09:15:00,0.9617825626029058,0.9749285776966452,355.1683959116628,-32.277475328106995,31.49417954584058,139.17626461789754,0
135,1,2020-01-02 09:30:00,0.1840010432596439,0.9610375162297812,355.6211876921002,-10.751315236954731,50.43785532980429,153.0559034470475,0
136,2,2020-01-02 09:45:00,0.978938012532136,0.9507871988710488,384.5535246995304,-12.60981742563458,34.82376512684279,170.12900413111456,0
137,3,2020-01-02 10:00:00,0.8843164141800007,0.4652189559407613,242.37618502817705,-20.18752855568441,25.010816461015377,153.08426740657495,1
138,4,2020-01-02 10:15:00,0.9542233119964284,0.9560760899223146,359.985999876345,-18.50545571469545,29.84027999926822,119.75657608529087,1
139,5,2020-01-02 10:30:00,0.9853918783828904,0.9614922035667596,395.6232195577653,-37.43800744114603,34.847898646154434,653.6710649643862,0
140,1,2020-01-02 10:45:00,0.1928926563038165,0.9470110415576684,234.13724653324064,-104.91112551964125,30.444062427119512,176.64905073357355,0
141,2,2020-01-02 11:00:00,0.0451985198501838,0.9537103119922138,398.4444139775711,-17.45895055936814,55.52579259057863,157.4773676225396,0
142,3,2020-01-02 11:15:00,0.932738713913948,0.901169044698235,369.391984862634,-24.803775144946645,27.180079563495184,143.35021637072106,0
143,4,2020-01-02 11:30:00,0.9109525010120164,0.9982255642980148,396.03662971816,-16.089948327605946,26.373601296531398,117.25007729519756,0
144,5,2020-01-02 11:45:00,0.926500699411425,0.9139235664161556,384.3117664266882,-192.3232653759688,26.23562290088963,107.2243014731428,0
145,1,2020-01-02 12:00:00,0.9953054296644388,0.9809538890629578,371.83870072678513,-47.52118145311731,34.592773803923194,191.72415896332157,0
146,2,2020-01-02 12:15:00,0.9753020170916684,0.9661141703413982,398.6854114716105,-25.99635831189933,26.777430718424,181.78351163758327,0
147,3,2020-01-02 12:30:00,0.9967874682848468,0.956524013931399,382.1287749266716,-154.63127129326978,34.22214382842344,143.30685548475228,0
148,4,2020-01-02 12:45:00,0.9475172427913772,0.9672968307005612,385.1275148513656,-30.24256427694538,31.84935681750081,136.486253237241,0
149,5,2020-01-02 13:00:00,0.8019608142725317,0.9165251453824426,387.8662445325893,-32.08891407289306,31.76904126131042,139.03256634653832,0
150,1,2020-01-02 13:15:00,0.8686948887920116,0.9948673779968612,390.12289143753367,-14.825867940706871,33.38703612677657,184.434071910145,0
151,2,2020-01-02 13:30:00,0.0891337137772335,0.9333436178969348,360.6156605248992,-47.65305968482145,30.874477483055937,182.8136468983976,0
152,3,2020-01-02 13:45:00,0.8989591204326028,0.935650706019143,396.9239322104101,-183.3939182820997,45.26677852126118,148.76094985837682,0
153,4,2020-01-02 14:00:00,0.8439392882091867,0.9284976198733182,354.65406112719427,-47.46466024178604,32.15220511656098,673.4118727740886,0
154,5,2020-01-02 14:15:00,0.8542115078920751,0.416325345673626,379.8583944584292,-171.19777501044936,55.04918113257276,129.55369831945896,1
155,1,2020-01-02 14:30:00,0.0724792149626382,0.979646751785104,352.09975969736746,-41.58266695985528,32.77770381672752,105.83315640557984,0
156,2,2020-01-02 14:45:00,0.9298695128841686,0.9746779464437172,359.8405515070795,-48.4198328452196,27.72747949881574,193.37777351282944,0
157,3,2020-01-02 15:00:00,0.9836567115991652,0.9258677238691254,371.484832228111,-12.848670996498116,54.50013066861645,167.18596850137345,0
158,4,2020-01-02 15:15:00,0.9338655541491954,0.9185731756489468,392.49347625950907,-17.982259756656752,27.106287465252908,138.53393604611833,0
159,5,2020-01-02 15:30:00,0.9315568384104914,0.9953892684771952,350.9585003524916,-173.834835067253,31.384418036894623,175.21812595123595,0
160,1,2020-01-02 15:45:00,0.9835806393571372,0.9857659917472036,364.1967866440834,-133.72181895008254,25.07648644130738,146.31948662960983,0
161,2,2020-01-02 16:00:00,0.876049536165903,0.9841361004275522,397.0544210092205,-169.27389712388285,28.575835065877506,162.51599469229228,0
162,3,2020-01-02 16:15:00,0.978859701698762,0.9188351001935486,391.1506423201024,-25.14530831699283,33.060578611933735,144.05225631888226,0
163,4,2020-01-02 16:30:00,0.9404120483039432,0.9141562464813616,360.4784014343264,-28.274958159831414,25.0498232242765,176.83375558931812,0
164,5,2020-01-02 16:45:00,0.8163032226464375,0.9967488336310744,384.1675758003477,-18.11795071525548,29.75809696447954,147.2904311285557,1
165,1,2020-01-02 17:00:00,0.941552552079662,0.9350556177336916,352.6179213454988,-14.599866756343218,28.58746520013902,196.36970713675245,0
166,2,2020-01-02 17:15:00,0.8188025250329749,0.9976069792795728,392.40512637821234,-44.807032899568895,32.738691532309794,653.5013211963309,0
167,3,2020-01-02 17:30:00,0.9424272602147096,0.4409072984474684,375.9709703394328,-43.30116260075765,32.61951860536008,148.36137722408307,1
168,4,2020-01-02 17:45:00,0.8488879939776866,0.906259610563706,364.6454399630471,-12.17497485336925,30.5949792812485,189.8696993072485,0
169,5,2020-01-02 18:00:00,0.801145830302251,0.9020729569071056,390.4518965475913,-41.95342753853282,45.97728770580569,130.25609637820088,1
170,1,2020-01-02 18:15:00,0.9190667993304278,0.9075678721710166,243.0771624198144,-17.54470274500649,30.95607942665793,102.36266782079603,0
171,2,2020-01-02 18:30:00,0.9386129655358886,0.9054122743989884,393.32283074397145,-35.64527478492123,26.36403964200317,143.65185475696944,0
172,3,2020-01-02 18:45:00,0.9851332677492276,0.9110092541681836,367.20783883302914,-43.46380283802522,28.807404659589647,194.56741856078253,0
173,4,2020-01-02 19:00:00,0.8044078299695825,0.9225942016126284,376.6883660311957,-171.3100333286469,29.227147639330635,145.260322047077,0
174,5,2020-01-02 19:15:00,0.9978044731470684,0.997582735011028,361.3413976304471,-43.14182964958884,34.294880039077256,105.13722508942864,0
175,1,2020-01-02 19:30:00,0.9530512372294728,0.9539537773170376,363.3169063115572,-24.889903145383386,28.361904310272514,125.45319783612412,0
176,2,2020-01-02 19:45:00,0.9900154971645452,0.9764453006039028,229.04195044444484,-47.83255909084073,30.27610058076625,179.5369782198607,0
177,3,2020-01-02 20:00:00,0.8516209712651819,0.9140175073987278,352.902243097928,-21.484612482769005,25.604149006621466,699.0347246823713,0
178,4,2020-01-02 20:15:00,0.8994159362874745,0.9468567077376217,356.6714370139401,-48.64877136087588,26.59197573418945,192.09986176034243,0
179,5,2020-01-02 20:30:00,0.1772105782469761,0.95899787381149,382.93960477612666,-14.236429684816072,29.2436904733694,150.0614738271676,0
180,1,2020-01-02 20:45:00,0.9286747773447064,0.9503210906202856,370.1743520201199,-43.13361025581093,28.08056591337641,669.2533768796338,0
181,2,2020-01-02 21:00:00,0.9143927771819774,0.4102728097289205,235.43256181293577,-43.74645130900958,33.354041675788224,516.3837020848125,1
182,3,2020-01-02 21:15:00,0.9222951361210556,0.9259047812655852,350.6108692472771,-43.56925659897949,27.75041967716109,109.9998836440014,0
183,4,2020-01-02 21:30:00,0.1411112366913691,0.9889135040802736,383.1557254776625,-125.76671148409967,27.05225748472259,162.85344261524995,0
184,5,2020-01-02 21:45:00,0.0172684194205382,0.958957237771494,362.2392808221272,-113.03441189761458,31.05755143361292,168.50324462797954,0
185,1,2020-01-02 22:00:00,0.8703157423732395,0.4267226214571857,385.08819989044815,-45.126448369769946,34.530473393288915,126.77185334969158,0
186,2,2020-01-02 22:15:00,0.9377683496258687,0.9058706411283092,357.799428326655,-21.10464216880682,51.5475574463484,136.0860631673729,0
187,3,2020-01-02 22:30:00,0.9654030660435068,0.9530498411383224,355.9410724238273,-24.10757205098227,25.371081379828414,107.02312494530533,1
188,4,2020-01-02 22:45:00,0.9389656869526084,0.9691906324129,369.1686440982394,-149.13099896900422,28.246496083195183,137.38559153565606,0
189,5,2020-01-02 23:00:00,0.9370178704844424,0.937801160925216,360.8215539113833,-119.05875816223391,54.80730497042597,148.58752687007294,0
190,1,2020-01-02 23:15:00,0.9622304222118522,0.9153162751763564,249.33696814962903,-39.8904536220408,27.8551483364837,136.80320887881507,0
191,2,2020-01-02 23:30:00,0.9858980729878826,0.9624784660689416,367.241528945743,-27.70712697089314,30.85804790102774,118.483277063173,0
192,3,2020-01-02 23:45:00,0.1497049014405497,0.9272423110105008,366.3145600370985,-46.865531022366966,32.04848895981313,107.55671413341624,0
193,4,2020-01-03 00:00:00,0.1119017137380192,0.9791319229643644,372.6701279488304,-17.094486081106375,26.33812371106731,130.40816896930954,0
194,5,2020-01-03 00:15:00,0.9743956449625292,0.9482762956780032,382.720204132288,-38.4801502947047,26.256183945807923,138.26299699796837,0
195,1,2020-01-03 00:30:00,0.9856987747431074,0.9842764031082128,364.1996733718941,-44.14187665787556,27.200304689998056,148.27570601453516,0
196,2,2020-01-03 00:45:00,0.985718177153798,0.9335882056047832,399.7297637806498,-26.47296448906601,30.895285140354527,169.95449045446605,0
197,3,2020-01-03 01:00:00,0.9343090060783836,0.9587813836386464,386.84709045842646,-42.103412123702434,32.883344387191194,586.7654413384552,0
198,4,2020-01-03 01:15:00,0.0339573533874185,0.9776492985326084,395.5837001240652,-28.6782352013462,58.81638267369708,154.84894391483684,0
199,5,2020-01-03 01:30:00,0.0487185239185277,0.913989060378744,357.6242926806477,-44.29956245977132,51.347915628243896,145.34264123113354,0
